"y", "y+", "Y+ch", "Y+hw", "Y+tl", "<u>", "<u>_f", "u+", "U+vd", "U+vs", "U+tl", "<rho>", "<P>", "<T>", "<T>_f", "mu", "<u''u''>_f", "<v''v''>_f", "<w''w''>_f", "<u''v''>_f", "<rho*u''u''>/tau_w", "<rho*v''v''>/tau_w", "<rho*w''w''>/tau_w", "<rho*u''v''>/tau_w", "<rho'rho'>", "<P'P'>", "<T''T''>_f", "<T''v''>_f",
+0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +1.45694177e+00, +3.60156006e-01, +1.00000000e+00, +1.00000000e+00, +1.00000000e-04, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00, +0.00000000e+00,
+1.39645310e-03, +9.25921635e-01, +9.14424096e-01, +9.13167098e-01, +8.90401911e-01, +4.21437248e-02, +4.19538285e-02, +9.26034646e-01, +9.19612055e-01, +9.37826435e-01, +9.01850025e-01, +1.41680313e+00, +3.62118908e-01, +1.03409969e+00, +1.03393498e+00, +1.02546727e-04, +2.97236256e-04, +1.16983408e-07, +7.23075319e-05, -1.62273130e-06, +1.39558962e-01, +5.49262840e-05, +3.39499772e-02, -7.61908050e-04, +9.09426383e-04, +4.22585265e-05, +1.98127125e-04, -1.19414629e-06,
+4.23185260e-03, +2.80594019e+00, +2.71030213e+00, +2.69260340e+00, +2.51804839e+00, +1.22807728e-01, +1.21411886e-01, +2.69848504e+00, +2.64383502e+00, +2.79412699e+00, +2.50896238e+00, +1.34118569e+00, +3.62113136e-01, +1.09324357e+00, +1.09221192e+00, +1.06914768e-04, +2.31321391e-03, +2.87005475e-06, +4.04347804e-04, -2.95674720e-05, +1.02813738e+00, +1.27563238e-03, +1.79717530e-01, -1.31416394e-02, +2.14737073e-03, +4.20606700e-05, +1.18732286e-03, -1.92659189e-05,
+7.12473020e-03, +4.72406974e+00, +4.47401226e+00, +4.41937356e+00, +4.00448317e+00, +1.99592036e-01, +1.96573015e-01, +4.38568592e+00, +4.24456268e+00, +4.62959261e+00, +3.93133761e+00, +1.28199852e+00, +3.62096251e-01, +1.14460769e+00, +1.14258380e+00, +1.10660465e-04, +5.60400398e-03, +1.42945396e-05, +8.22854797e-04, -1.13813596e-04, +2.38085200e+00, +6.07301198e-03, +3.49588526e-01, -4.83535216e-02, +3.28871873e-03, +4.22767946e-05, +2.38749380e-03, -6.82968270e-05,
+1.00760789e-02, +6.68096870e+00, +6.21763949e+00, +6.10974194e+00, +5.40293177e+00, +2.71448916e-01, +2.66868930e-01, +5.96461519e+00, +5.71196849e+00, +6.40200580e+00, +5.19794809e+00, +1.23501269e+00, +3.62063148e-01, +1.18877435e+00, +1.18594478e+00, +1.13847780e-04, +9.46016480e-03, +3.95511958e-05, +1.24245463e-03, -2.63057431e-04, +3.87183252e+00, +1.61874142e-02, +5.08508715e-01, -1.07663485e-01, +4.00256321e-03, +4.25219589e-05, +3.43255462e-03, -1.47848078e-04,
+1.30869015e-02, +8.67730197e+00, +7.95093589e+00, +7.77625242e+00, +6.75053829e+00, +3.37304311e-01, +3.31480354e-01, +7.41167232e+00, +7.03405611e+00, +8.06888820e+00, +6.32316181e+00, +1.19745565e+00, +3.62012988e-01, +1.22632781e+00, +1.22297136e+00, +1.16534610e-04, +1.32332264e-02, +8.20177201e-05, +1.64221164e-03, -4.64166649e-04, +5.25135795e+00, +3.25471955e-02, +6.51680918e-01, -1.84195838e-01, +4.31848994e-03, +4.31567891e-05, +4.17964339e-03, -2.47783762e-04,
+1.61582101e-02, +1.07137406e+01, +9.68189563e+00, +9.42890624e+00, +8.07335888e+00, +3.96573278e-01, +3.89895395e-01, +8.71400422e+00, +8.20724547e+00, +9.60119485e+00, +7.31851062e+00, +1.16728081e+00, +3.61944340e-01, +1.25797284e+00, +1.25434795e+00, +1.18782769e-04, +1.65032701e-02, +1.42192461e-04, +2.01815454e-03, -6.94057604e-04, +6.38398403e+00, +5.50045169e-02, +7.80685662e-01, -2.68483315e-01, +4.34919707e-03, +4.38071013e-05, +4.61863741e-03, -3.55173531e-04,
+1.92910258e-02, +1.27909617e+01, +1.14170814e+01, +1.10757732e+01, +9.38948241e+00, +4.49180856e-01, +4.42018089e-01, +9.86996373e+00, +9.23650402e+00, +1.09850987e+01, +8.19534963e+00, +1.14291076e+00, +3.61859359e-01, +1.28448435e+00, +1.28079338e+00, +1.20655357e-04, +1.90822308e-02, +2.20319475e-04, +2.37141550e-03, -9.31716653e-04, +7.22749674e+00, +8.34471770e-02, +8.98186274e-01, -3.52892654e-01, +4.20153779e-03, +4.47732817e-05, +4.80075810e-03, -4.59818204e-04,
+2.24863787e-02, +1.49096483e+01, +1.31618748e+01, +1.27233911e+01, +1.07112180e+01, +4.95440781e-01, +4.88090928e-01, +1.08864447e+01, +1.01328795e+01, +1.22194530e+01, +8.96539741e+00, +1.12310008e+00, +3.61757911e-01, +1.30663886e+00, +1.30302025e+00, +1.22212794e-04, +2.09452478e-02, +3.14582914e-04, +2.70114232e-03, -1.16049585e-03, +7.79561539e+00, +1.17084669e-01, +1.00533862e+00, -4.31925148e-01, +3.95633522e-03, +4.57214291e-05, +4.79384960e-03, -5.54431106e-04,
+2.57453073e-02, +1.70704888e+01, +1.49206899e+01, +1.43770700e+01, +1.20468722e+01, +5.35900409e-01, +5.28588655e-01, +1.17754742e+01, +1.09106072e+01, +1.33117250e+01, +9.64055031e+00, +1.10687821e+00, +3.61643629e-01, +1.32515692e+00, +1.32169904e+00, +1.23509532e-04, +2.21587143e-02, +4.23803676e-04, +3.00701664e-03, -1.37106483e-03, +8.12813366e+00, +1.55457256e-01, +1.10301676e+00, -5.02926208e-01, +3.66643330e-03, +4.69006377e-05, +4.66055931e-03, -6.35672857e-04,
+2.90688580e-02, +1.92741772e+01, +1.66971591e+01, +1.60411379e+01, +1.34019201e+01, +5.71213213e-01, +5.64093429e-01, +1.25514113e+01, +1.15848789e+01, +1.42742839e+01, +1.02324277e+01, +1.09347829e+00, +3.61516869e-01, +1.34067574e+00, +1.33742674e+00, +1.24592760e-04, +2.28268018e-02, +5.45140721e-04, +3.28743094e-03, -1.55813560e-03, +8.27183137e+00, +1.97544630e-01, +1.19127833e+00, -5.64627278e-01, +3.36548719e-03, +4.80144908e-05, +4.45031295e-03, -7.02060611e-04,
+3.24580854e-02, +2.15214127e+01, +1.84942897e+01, +1.77191440e+01, +1.47800266e+01, +6.02047796e-01, +5.95222588e-01, +1.32289474e+01, +1.21703473e+01, +1.51215251e+01, +1.07519944e+01, +1.08231254e+00, +3.61382090e-01, +1.35373738e+00, +1.35072064e+00, +1.25502047e-04, +2.30605992e-02, +6.76763605e-04, +3.54182653e-03, -1.72113042e-03, +8.27122279e+00, +2.42737082e-01, +1.27035885e+00, -6.17323644e-01, +3.07174593e-03, +4.92660470e-05, +4.19881689e-03, -7.54356252e-04,
+3.59140511e-02, +2.38128992e+01, +2.03145933e+01, +1.94140217e+01, +1.61835503e+01, +6.29034769e-01, +6.22562800e-01, +1.38219389e+01, +1.26803330e+01, +1.58680186e+01, +1.12092178e+01, +1.07291571e+00, +3.61239658e-01, +1.36479339e+00, +1.36201354e+00, +1.26269999e-04, +2.29625048e-02, +8.15542479e-04, +3.76976097e-03, -1.86052352e-03, +8.16453218e+00, +2.89973715e-01, +1.34037358e+00, -6.61526445e-01, +2.79594764e-03, +5.04009473e-05, +3.93027125e-03, -7.93587892e-04,
+3.94378239e-02, +2.61493454e+01, +2.21601905e+01, +2.11282216e+01, +1.76141347e+01, +6.52740178e-01, +6.46653546e-01, +1.43428238e+01, +1.31264963e+01, +1.65274408e+01, +1.16129759e+01, +1.06493743e+00, +3.61094280e-01, +1.37421268e+00, +1.37166523e+00, +1.26923037e-04, +2.26202445e-02, +9.59536259e-04, +3.97231256e-03, -1.97896913e-03, +7.98303122e+00, +3.38635063e-01, +1.40189003e+00, -6.98408560e-01, +2.54190801e-03, +5.15859083e-05, +3.66026282e-03, -8.21797375e-04,
+4.30304790e-02, +2.85314641e+01, +2.40328940e+01, +2.28638151e+01, +1.90728288e+01, +6.73656480e-01, +6.67963975e-01, +1.48024230e+01, +1.35187987e+01, +1.71120635e+01, +1.19709705e+01, +1.05809592e+00, +3.60945947e-01, +1.38229425e+00, +1.37996715e+00, +1.27482441e-04, +2.21061903e-02, +1.10583543e-03, +4.15108394e-03, -2.07849752e-03, +7.75149347e+00, +3.87759083e-01, +1.45556966e+00, -7.28821189e-01, +2.31174197e-03, +5.26133373e-05, +3.39837374e-03, -8.40522764e-04,
+4.66930976e-02, +3.09599723e+01, +2.59342753e+01, +2.46225781e+01, +2.05604816e+01, +6.92204215e-01, +6.86903159e-01, +1.52099770e+01, +1.38656303e+01, +1.76326070e+01, +1.22898445e+01, +1.05218337e+00, +3.60799181e-01, +1.38927816e+00, +1.38715736e+00, +1.27965206e-04, +2.14779673e-02, +1.25276112e-03, +4.30828240e-03, -2.16212198e-03, +7.48912449e+00, +4.36823647e-01, +1.50224939e+00, -7.53907501e-01, +2.10440420e-03, +5.36237156e-05, +3.15006366e-03, -8.51748504e-04,
+5.04267666e-02, +3.34355906e+01, +2.78657156e+01, +2.64060543e+01, +2.20776387e+01, +7.08738364e-01, +7.03814629e-01, +1.55732860e+01, +1.41739971e+01, +1.80982786e+01, +1.25752265e+01, +1.04702633e+00, +3.60653351e-01, +1.39535737e+00, +1.39342627e+00, +1.28384939e-04, +2.07806849e-02, +1.39794478e-03, +4.44595881e-03, -2.23171428e-03, +7.21047539e+00, +4.85058433e-01, +1.54265736e+00, -7.74359508e-01, +1.91921524e-03, +5.44566318e-05, +2.91813226e-03, -8.56736158e-04,
+5.42325779e-02, +3.59590431e+01, +2.98284460e+01, +2.82156053e+01, +2.36248643e+01, +7.23557994e-01, +7.18993959e-01, +1.58989215e+01, +1.44497495e+01, +1.85169440e+01, +1.28319264e+01, +1.04250010e+00, +3.60512511e-01, +1.40068675e+00, +1.39892961e+00, +1.28752526e-04, +2.00482216e-02, +1.54020266e-03, +4.56613701e-03, -2.28974828e-03, +6.92625377e+00, +5.32108769e-01, +1.57750769e+00, -7.91061572e-01, +1.75382931e-03, +5.52337119e-05, +2.70359080e-03, -8.56999298e-04,
+5.81116278e-02, +3.85310566e+01, +3.18235783e+01, +3.00524474e+01, +2.52025063e+01, +7.36914574e-01, +7.32687592e-01, +1.61924090e+01, +1.46977707e+01, +1.88952924e+01, +1.30640007e+01, +1.03849366e+00, +3.60375339e-01, +1.40539163e+00, +1.40379226e+00, +1.29076747e-04, +1.93057532e-02, +1.67783434e-03, +4.67082248e-03, -2.33762571e-03, +6.64411346e+00, +5.77430033e-01, +1.60747287e+00, -8.04498548e-01, +1.60681097e-03, +5.58356081e-05, +2.50639707e-03, -8.53383943e-04,
+6.20650167e-02, +4.11523607e+01, +3.38521285e+01, +3.19176813e+01, +2.68110183e+01, +7.49021315e-01, +7.45109219e-01, +1.64584334e+01, +1.49221740e+01, +1.92390511e+01, +1.32749415e+01, +1.03493016e+00, +3.60245396e-01, +1.40957386e+00, +1.40811792e+00, +1.29364725e-04, +1.85707791e-02, +1.81015044e-03, +4.76178009e-03, -2.37716580e-03, +6.36923989e+00, +6.20829225e-01, +1.63315279e+00, -8.15299086e-01, +1.47571330e-03, +5.63655964e-05, +2.32574838e-03, -8.46909460e-04,
+6.60938482e-02, +4.38236873e+01, +3.59150343e+01, +3.38123132e+01, +2.84506443e+01, +7.60059334e-01, +7.56438436e-01, +1.67009746e+01, +1.51264344e+01, +1.95531262e+01, +1.34677167e+01, +1.03173467e+00, +3.60120844e-01, +1.41331720e+00, +1.41199079e+00, +1.29622300e-04, +1.78550291e-02, +1.93598650e-03, +4.84039495e-03, -2.40929114e-03, +6.10485042e+00, +6.61937203e-01, +1.65498959e+00, -8.23765784e-01, +1.35903663e-03, +5.67341013e-05, +2.16050243e-03, -8.38072995e-04,
+7.01992285e-02, +4.65457697e+01, +3.80131696e+01, +3.57372721e+01, +3.01217979e+01, +7.70182788e-01, +7.66831506e-01, +1.69234198e+01, +1.53134953e+01, +1.98417227e+01, +1.36448933e+01, +1.02885907e+00, +3.60004904e-01, +1.41669027e+00, +1.41548136e+00, +1.29854252e-04, +1.71656218e-02, +2.05497903e-03, +4.90748306e-03, -2.43536125e-03, +5.85277559e+00, +7.00663874e-01, +1.67325119e+00, -8.30358668e-01, +1.25470818e-03, +5.70252640e-05, +2.00938608e-03, -8.27582330e-04,
+7.43822659e-02, +4.93193429e+01, +4.01473559e+01, +3.76934241e+01, +3.18247029e+01, +7.79521205e-01, +7.76417789e-01, +1.71286152e+01, +1.54858206e+01, +2.01083934e+01, +1.38086224e+01, +1.02625145e+00, +3.59895395e-01, +1.41974921e+00, +1.41864632e+00, +1.30064482e-04, +1.65069773e-02, +2.16635514e-03, +4.96381316e-03, -2.45611487e-03, +5.61394014e+00, +7.36766510e-01, +1.68816794e+00, -8.35312341e-01, +1.16150130e-03, +5.71700147e-05, +1.87120222e-03, -8.15772729e-04,
+7.86440702e-02, +5.21451426e+01, +4.23183718e+01, +3.96815845e+01, +3.35598118e+01, +7.88183418e-01, +7.85308504e-01, +1.73189521e+01, +1.56454740e+01, +2.03561366e+01, +1.39607427e+01, +1.02388239e+00, +3.59795211e-01, +1.42253968e+00, +1.42153295e+00, +1.30256163e-04, +1.58814321e-02, +2.27004107e-03, +5.01003154e-03, -2.47261349e-03, +5.38872693e+00, +7.70247381e-01, +1.69995324e+00, -8.38982205e-01, +1.07780264e-03, +5.72357121e-05, +1.74477524e-03, -8.03131787e-04,
+8.29857514e-02, +5.50239049e+01, +4.45269605e+01, +4.17025257e+01, +3.53273659e+01, +7.96261298e-01, +7.93595954e-01, +1.74964494e+01, +1.57941927e+01, +2.05874937e+01, +1.41027955e+01, +1.02171451e+00, +3.59701819e-01, +1.42509929e+00, +1.42417939e+00, +1.30431904e-04, +1.52901365e-02, +2.36567880e-03, +5.04689709e-03, -2.48531077e-03, +5.17710967e+00, +8.00998644e-01, +1.70883627e+00, -8.41505007e-01, +1.00264642e-03, +5.71698432e-05, +1.62901661e-03, -7.89818908e-04,
+8.74084198e-02, +5.79563660e+01, +4.67738360e+01, +4.37569849e+01, +3.71278435e+01, +8.03834899e-01, +8.01362430e-01, +1.76628661e+01, +1.59334857e+01, +2.08046889e+01, +1.42361494e+01, +1.01972944e+00, +3.59617749e-01, +1.42745934e+00, +1.42661827e+00, +1.30593873e-04, +1.47331986e-02, +2.45350525e-03, +5.07504856e-03, -2.49481200e-03, +4.97884312e+00, +8.29121906e-01, +1.71502952e+00, -8.43080848e-01, +9.34813185e-04, +5.70278250e-05, +1.52288082e-03, -7.76086070e-04,
+9.19131843e-02, +6.09432611e+01, +4.90596870e+01, +4.58456684e+01, +3.89614709e+01, +8.10974219e-01, +8.08678403e-01, +1.78197401e+01, +1.60646687e+01, +2.10096745e+01, +1.43619881e+01, +1.01789835e+00, +3.59540239e-01, +1.42964633e+00, +1.42887655e+00, +1.30743905e-04, +1.42105380e-02, +2.53346312e-03, +5.09524166e-03, -2.50129119e-03, +4.79359535e+00, +8.54605014e-01, +1.71876158e+00, -8.43752561e-01, +8.73588808e-04, +5.67716053e-05, +1.42542416e-03, -7.61947010e-04,
+9.65011524e-02, +6.39853245e+01, +5.13851803e+01, +4.79692558e+01, +4.08287390e+01, +8.17739273e-01, +8.15605741e-01, +1.79683904e+01, +1.61888672e+01, +2.12041294e+01, +1.44813477e+01, +1.01620991e+00, +3.59471632e-01, +1.43168248e+00, +1.43097752e+00, +1.30883537e-04, +1.37217765e-02, +2.60591745e-03, +5.10790668e-03, -2.50519444e-03, +4.62104509e+00, +8.77587683e-01, +1.72017574e+00, -8.43667472e-01, +8.18087209e-04, +5.64491661e-05, +1.33577755e-03, -7.47569219e-04,
+1.01173429e-01, +6.70832887e+01, +5.37509639e+01, +5.01284035e+01, +4.27298846e+01, +8.24180295e-01, +8.22195153e-01, +1.81099206e+01, +1.63070222e+01, +2.13894615e+01, +1.45950816e+01, +1.01464155e+00, +3.59409069e-01, +1.43358619e+00, +1.43293997e+00, +1.31014043e-04, +1.32661950e-02, +2.67099237e-03, +5.11351138e-03, -2.50672457e-03, +4.46072510e+00, +8.98114547e-01, +1.71940550e+00, -8.42879907e-01, +7.67783290e-04, +5.60351456e-05, +1.25321456e-03, -7.33008758e-04,
+1.05931115e-01, +7.02378839e+01, +5.61576697e+01, +5.23237481e+01, +4.46654423e+01, +8.30340374e-01, +8.28491335e-01, +1.82452775e+01, +1.64199394e+01, +2.15668809e+01, +1.47039404e+01, +1.01318707e+00, +3.59354702e-01, +1.43537268e+00, +1.43477995e+00, +1.31136474e-04, +1.28423581e-02, +2.72918299e-03, +5.11240511e-03, -2.50625151e-03, +4.31202088e+00, +9.16365507e-01, +1.71656929e+00, -8.41512805e-01, +7.22012191e-04, +5.55711905e-05, +1.17707844e-03, -7.18421096e-04,
+1.10775306e-01, +7.34498372e+01, +5.86059155e+01, +5.45559081e+01, +4.66356632e+01, +8.36256554e-01, +8.34531827e-01, +1.83752752e+01, +1.65283106e+01, +2.17374302e+01, +1.48085558e+01, +1.01182825e+00, +3.59305630e-01, +1.43705477e+00, +1.43651056e+00, +1.31251714e-04, +1.24487750e-02, +2.78073458e-03, +5.10520851e-03, -2.50394316e-03, +4.17426349e+00, +9.32422578e-01, +1.71185402e+00, -8.39610207e-01, +6.80396189e-04, +5.50393514e-05, +1.10682654e-03, -7.03839427e-04,
+1.15707096e-01, +7.67198722e+01, +6.10963065e+01, +5.68254870e+01, +4.86411189e+01, +8.41959653e-01, +8.40348710e-01, +1.85005909e+01, +1.66327108e+01, +2.19019773e+01, +1.49094697e+01, +1.01056248e+00, +3.59263981e-01, +1.43864314e+00, +1.43814312e+00, +1.31360503e-04, +1.20846506e-02, +2.82609724e-03, +5.09279308e-03, -2.50016054e-03, +4.04709789e+00, +9.46447901e-01, +1.70555466e+00, -8.37293091e-01, +6.42441779e-04, +5.44727304e-05, +1.04200243e-03, -6.89367126e-04,
+1.20727568e-01, +8.00487084e+01, +6.36294367e+01, +5.91330742e+01, +5.06820736e+01, +8.47474771e-01, +8.45967478e-01, +1.86217759e+01, +1.67336087e+01, +2.20612290e+01, +1.50071091e+01, +1.00937481e+00, +3.59226975e-01, +1.44014689e+00, +1.43968698e+00, +1.31463469e-04, +1.17493825e-02, +2.86548213e-03, +5.07620606e-03, -2.49504545e-03, +3.93019360e+00, +9.58509909e-01, +1.69800180e+00, -8.34598047e-01, +6.07791119e-04, +5.38545047e-05, +9.82180597e-04, -6.75007198e-04,
+1.25837800e-01, +8.34370602e+01, +6.62058893e+01, +6.14792464e+01, +5.27591196e+01, +8.52823947e-01, +8.51411437e-01, +1.87393147e+01, +1.68314150e+01, +2.22158070e+01, +1.51018648e+01, +1.00826477e+00, +3.59196687e-01, +1.44157379e+00, +1.44115047e+00, +1.31561147e-04, +1.14412357e-02, +2.89931645e-03, +5.05598175e-03, -2.48879222e-03, +3.82290903e+00, +9.68761010e-01, +1.68937681e+00, -8.31590793e-01, +5.75991096e-04, +5.32081834e-05, +9.26916794e-04, -6.60835307e-04,
+1.31038861e-01, +8.68856364e+01, +6.88262374e+01, +6.38645684e+01, +5.48725085e+01, +8.58027259e-01, +8.56701286e-01, +1.88536484e+01, +1.69265035e+01, +2.23662788e+01, +1.51940783e+01, +1.00721930e+00, +3.59170378e-01, +1.44293067e+00, +1.44254068e+00, +1.31654011e-04, +1.11576123e-02, +2.92785741e-03, +5.03218053e-03, -2.48148393e-03, +3.72427504e+00, +9.77283131e-01, +1.67968055e+00, -8.28289103e-01, +5.46753111e-04, +5.25192190e-05, +8.75754432e-04, -6.46851269e-04,
+1.36331811e-01, +9.03951396e+01, +7.14910438e+01, +6.62895926e+01, +5.70228114e+01, +8.63103030e-01, +8.61856518e-01, +1.89651796e+01, +1.70192145e+01, +2.25131634e+01, +1.52840758e+01, +1.00623888e+00, +3.59150051e-01, +1.44422396e+00, +1.44386448e+00, +1.31742501e-04, +1.08956886e-02, +2.95153124e-03, +5.00462632e-03, -2.47330672e-03, +3.63330804e+00, +9.84226196e-01, +1.66885726e+00, -8.24756057e-01, +5.19759557e-04, +5.18071990e-05, +8.28227988e-04, -6.33073097e-04,
+1.41717698e-01, +9.39662653e+01, +7.42008607e+01, +6.87548587e+01, +5.92102114e+01, +8.68068455e-01, +8.66894814e-01, +1.90742861e+01, +1.71098671e+01, +2.26569492e+01, +1.53721480e+01, +1.00531126e+00, +3.59133037e-01, +1.44545989e+00, +1.44512830e+00, +1.31827049e-04, +1.06527490e-02, +2.97060737e-03, +4.97371851e-03, -2.46425531e-03, +3.54902192e+00, +9.89674181e-01, +1.65702167e+00, -8.20980207e-01, +4.94806501e-04, +5.10603078e-05, +7.83928001e-04, -6.19450375e-04,
+1.47197560e-01, +9.75997009e+01, +7.69562287e+01, +7.12608934e+01, +6.14352505e+01, +8.72939300e-01, +8.71832882e-01, +1.91813144e+01, +1.71987531e+01, +2.27980848e+01, +1.54585765e+01, +1.00443765e+00, +3.59121334e-01, +1.44664400e+00, +1.44633806e+00, +1.31908034e-04, +1.04264524e-02, +2.98543730e-03, +4.94034714e-03, -2.45438235e-03, +3.47061141e+00, +9.93750544e-01, +1.64447355e+00, -8.16980414e-01, +4.71632421e-04, +5.02928394e-05, +7.42507064e-04, -6.05989482e-04,
+1.52772419e-01, +1.01296125e+02, +7.97576775e+01, +7.38082114e+01, +6.36981230e+01, +8.77727942e-01, +8.76683455e-01, +1.92865365e+01, +1.72861020e+01, +2.29369220e+01, +1.55435697e+01, +1.00360771e+00, +3.59112459e-01, +1.44778076e+00, +1.44749834e+00, +1.31985766e-04, +1.02149067e-02, +2.99618846e-03, +4.90543316e-03, -2.44371223e-03, +3.39738556e+00, +9.96505174e-01, +1.63150269e+00, -8.12756578e-01, +4.50064023e-04, +4.94940653e-05, +7.03711386e-04, -5.92659651e-04,
+1.58443288e-01, +1.05056208e+02, +8.26057264e+01, +7.63973164e+01, +6.59994238e+01, +8.82442445e-01, +8.81455347e-01, +1.93901294e+01, +1.73720639e+01, +2.30736887e+01, +1.56272756e+01, +1.00282420e+00, +3.59108406e-01, +1.44887367e+00, +1.44861293e+00, +1.32060484e-04, +1.00165737e-02, +3.00313928e-03, +4.86934707e-03, -2.43238698e-03, +3.32882096e+00, +9.98037181e-01, +1.61823644e+00, -8.08358329e-01, +4.29884828e-04, +4.86765881e-05, +6.67349695e-04, -5.79463048e-04,
+1.64211158e-01, +1.08880609e+02, +8.55008844e+01, +7.90287010e+01, +6.83393471e+01, +8.87086638e-01, +8.86152792e-01, +1.94921774e+01, +1.74567116e+01, +2.32084905e+01, +1.57097528e+01, +1.00207782e+00, +3.59106722e-01, +1.44992587e+00, +1.44968510e+00, +1.32132406e-04, +9.83013413e-03, +3.00650975e-03, +4.83198817e-03, -2.42047971e-03, +3.26442981e+00, +9.98413644e-01, +1.60462574e+00, -8.03802471e-01, +4.10937800e-04, +4.78342383e-05, +6.33224775e-04, -5.66384022e-04,
